jgi_spid	GOLD_BIOSAMPLE_ID	LATITUDE	LONGITUDE	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	HABITAT	GOLD_STUDY_ID	STUDY_NAME	ANALYSIS_PROJECT_TYPE	ANALYSIS_PROJECT_NAME_FULL	ANTHROPOGENIC_PERTURBATION_1	ANTHROPOGENIC_PERTURBATION_2	GEOTHERMAL_ENVIRONMENT	HYDROCARBON_ENVIRONMENT	EUKARYOTIC	VIRAL	DESCRIPTION	EMPO_1	EMPO_2	EMPO_3
1070383	Gb0115836	-68.8136	77.9341	Engineered	Lab enrichment	Unclassified	Saline lake	Gs0114820	Saline lake microbial communities from various lakes in Antarctica	Metagenome Analysis	Saline lake microbial communities from Rauer Lake; Antarctica; in enrichment culture - Antartic Rauer Lake 1 Metagenome Rauer1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Hypersaline (saline)
1070384	Gb0115837	-68.8244	77.8344	Engineered	Lab enrichment	Unclassified	Saline lake enrichment	Gs0114820	Saline lake microbial communities from various lakes in Antarctica	Metagenome Analysis	Saline lake microbial communities from Rauer Lake; Antarctica; in enrichment culture - Antartic Rauer Lake 3 Metagenome Rauer3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Hypersaline (saline)
1071083	Gb0115520	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 6/11/14 C2 DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	Wastewater effluent	Free-living	Non-saline	Water (non-saline)
1071085	Gb0115522	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 7/17/14 B DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1071087	Gb0115524	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 8/11/14 A brown DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	Wastewater effluent	Free-living	Non-saline	Water (non-saline)
1071088	Gb0115525	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 8/11/14 B green DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	Wastewater effluent	Free-living	Non-saline	Water (non-saline)
1071089	Gb0115526	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 9/18/14 B DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	Wastewater effluent	Free-living	Non-saline	Water (non-saline)
1071091	Gb0115528	43.023	-87.895	Engineered	Wastewater	Nutrient removal	Wastewater effluent	Gs0114511	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration	Metagenome Analysis	Wastewater effluent complex algal communities from Wisconsin; to seasonally profile nutrient transformation and Carbon sequestration - JI 9/18/14 C2 DNA (SPAdes)	perturbed	waste	FALSE	FALSE	FALSE	FALSE	Wastewater effluent	Free-living	Non-saline	Water (non-saline)
1072500	Gb0115553	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_0N_105 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 5% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072501	Gb0115554	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_0N_203 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 5% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072502	Gb0115555	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_0N_302 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 5% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072503	Gb0115556	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_0N_404 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 5% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072504	Gb0115557	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_80N_102 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 5% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072507	Gb0115560	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_5C_80N_405 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 5% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072508	Gb0115561	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_0N_101 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 10% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072510	Gb0115563	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_0N_303 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 10% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072511	Gb0115564	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_0N_404 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 10% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072513	Gb0115566	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_80N_204 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 10% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072514	Gb0115567	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_80N_304 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 10% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072515	Gb0115568	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_10C_80N_401 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 10% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072519	Gb0115572	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_20C_0N_404 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 20% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072523	Gb0115576	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_20C_80N_403 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 20% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072524	Gb0115577	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_25C_0N_101 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Control soil sample with 25% carbon and no nitrogen fertilizer.	Free-living	Saline	Water (saline)
1072528	Gb0115581	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_25C_80N_104 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 25% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072531	Gb0115584	38.1087	-121.653	Environmental	Terrestrial	Soil	Rice paddy soil	Gs0111376	Natural and restored wetland microbial communities from the San Francisco Bay; California; USA; that impact long-term carbon sequestration	Metagenome Analysis	Rice paddy soil microbial communities from Twitchell Island; California; USA - SF_Rice_25C_80N_401 (SPAdes)	perturbed	agricultural	FALSE	FALSE	FALSE	FALSE	Metagenome from experimental rice fields on Twitchell Island; CA; USA to study carbon cycling. Soils were collected between rows of rice at the end of the growing season; just prior to water drawdown on August 16; 2013. Soil DNA was extracted from homogenized; composited cores. Soil sample is with 25% carbon and fertilized with 80 kg N/ha.	Free-living	Saline	Water (saline)
1072997	Gb0115845	35.8444	-83.9599	Host-associated	Plants	Endosphere	Populus endosphere	Gs0103573	Populus root and rhizosphere microbial communities from Tennessee; USA	Metagenome Analysis	Populus root and rhizosphere microbial communities from Tennessee; USA - Endosphere MetaG P. TD hybrid TD303-3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1073263	Gb0115848	35.8443	-83.9607	Host-associated	Plants	Rhizosphere	Populus rhizosphere	Gs0103573	Populus root and rhizosphere microbial communities from Tennessee; USA	Metagenome Analysis	Populus root and rhizosphere microbial communities from Tennessee; USA - Soil MetaG P. deltoides SBSDD1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1073265	Gb0115850	35.8443	-83.9607	Host-associated	Plants	Rhizosphere	Populus rhizosphere	Gs0103573	Populus root and rhizosphere microbial communities from Tennessee; USA	Metagenome Analysis	Populus root and rhizosphere microbial communities from Tennessee; USA - Soil MetaG P. deltoides SBSDD3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1073267	Gb0115852	35.8443	-83.9607	Host-associated	Plants	Rhizosphere	Populus rhizosphere	Gs0103573	Populus root and rhizosphere microbial communities from Tennessee; USA	Metagenome Analysis	Populus root and rhizosphere microbial communities from Tennessee; USA - Soil MetaG P. deltoides SBSDD5 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1073278	Gb0115863	35.8444	-83.9599	Host-associated	Plants	Rhizosphere	Populus rhizosphere	Gs0103573	Populus root and rhizosphere microbial communities from Tennessee; USA	Metagenome Analysis	Populus root and rhizosphere microbial communities from Tennessee; USA - Rhizosphere MetaG P. TD hybrid SRZTD1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1074258	Gb0115655	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG002-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074260	Gb0115657	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG006-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074261	Gb0115658	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG017-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074262	Gb0115659	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG029-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074263	Gb0115660	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG058-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074264	Gb0115661	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG104-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074265	Gb0115662	-64.8156	-64.0406	Environmental	Aquatic	Marine	Marine	Gs0099540	Marine microbial communities from the West Antarctic Peninsula; for metatranscriptomic analysis	Metagenome Analysis	Marine microbial communities from the West Antarctic Peninsula - Coastal water metaG108-DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074328	Gb0115671	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_0.3_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074330	Gb0115673	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074331	Gb0115674	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074332	Gb0115675	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074333	Gb0115676	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074334	Gb0115677	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_0.19_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074335	Gb0115678	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_0.19_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074336	Gb0115679	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_20_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074337	Gb0115680	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_20_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074338	Gb0115681	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_30_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Water sample under salinity gradient	Free-living	Saline	Water (saline)
1074339	Gb0115682	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_30_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Aqueous sample under salinity gradient	Free-living	Saline	Water (saline)
1074340	Gb0115683	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_0.19_D_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074341	Gb0115684	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_0.19_D_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074342	Gb0115685	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_0.19_N_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074343	Gb0115686	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_0.19_N_>0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1074344	Gb0115687	39.283	-75.3633	Environmental	Aquatic	Marine	Aqueous	Gs0114433	Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series	Metagenome Analysis	Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_22_D_<0.8_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
